,HCA,ELV,LRCX,GOOGL,TSLA,MC.PA,NVDA,AAPL,MSFT
2016-02-09,-0.70918679334917,0.1306220420879623,0.058606151492795286,-0.27231959448683757,1.2210964610297692,0.02437059382394259,0.4716396018527289,1.238920656364418,-1.1637491188156086
2016-02-10,-0.5515732861491123,-0.06557216859375145,0.28188080176176855,-0.3302017596672845,1.1951134416791247,0.13734592642149235,0.24949763340829584,1.110950275576175,-1.0274408644367081
2016-02-11,-0.5491665131887788,-0.08074994294131092,0.373160373442244,-0.3853300086764389,1.3385350666785036,-0.06324296325255055,0.24434358183582902,1.167336907509721,-1.044886501407218
2016-02-12,-0.04467436081434567,-0.012970937786340042,0.3694016345843173,-0.2633862606690335,0.6404240131910061,0.2684881881388347,0.1299115368886928,0.7411607423260671,-0.8283545558591989
2016-02-15,-0.07309178688665423,-0.04725452092519674,0.1828923566573407,-0.15294151418065813,0.7306986554230592,0.10351811816085889,0.21252122126812914,0.9707075069983621,-0.9270500365152409
2016-02-16,-0.644055092367712,-0.7879357816800889,0.32978854557041926,-0.12798702144206656,1.1981088089148044,-0.03337375854773361,0.6574749103587416,1.6937152162983684,-1.2857358271047332
2016-02-17,-0.31139719648150854,-0.6629204906975357,0.31338704881563656,-0.006272752601207675,1.0749438579065695,0.11548174194244437,0.2120683075491834,1.4661893242800768,-1.2014798407136589
2016-02-18,-0.6862347798272721,-1.172640814624589,0.5087794223523698,0.07661994137744894,1.4656356581376233,-0.17512679751864269,0.5228300509936692,2.8321672062990175,-2.3720298871896257
2016-02-19,-0.2703396769891187,-0.9303481001372256,0.9491113195116754,-0.1012819958873576,1.6287757507491374,-0.6750994138220707,-0.5931126253476676,3.23885441218919,-2.246559670266562
2016-02-22,-0.2206781228035671,-1.0201473717944463,0.45320108632411293,-0.38257263531129526,2.3714254940059605,-0.5285066501617052,-0.8442582738078361,3.522024285675845,-2.3504878121270685
2016-02-23,-1.1886742641462695,-2.624740295973113,1.4103359885837048,-0.29333743918916294,3.681306106409343,-0.6200545434577136,-1.7537045844485326,6.607809117884964,-4.2189400856632195
2016-02-24,-0.7178137932567573,-1.6056631090731148,0.883611513492763,-0.0686931012583937,2.1288447647913853,-0.4209240594631673,-1.2171284823553856,3.938662770606039,-1.9208965034833683
2016-02-25,-1.1849008085120538,-1.6700621905856297,0.6908124245725069,-0.3149980546577119,2.0147794222655917,0.28851175384528244,-1.0525983898687599,3.6764533536453237,-1.4479975107045495
2016-02-26,-0.43838650449788497,-0.9514608703244181,0.18792954663007072,0.012219512721230922,1.2773447322143523,0.04660869640729985,-0.5778932946883771,2.6982067374474212,-1.2545685559096942
2016-02-29,-0.8965910016093663,-1.5371187098034371,-0.3097833042870959,0.10070408329606702,1.41087542037862,0.02656529374474502,-0.5262150750685641,3.2978132675323977,-0.5662499741833668
2016-03-01,-8.680927619493767,-13.070882944207089,-4.347015326606726,1.4117997917275746,11.56894161225167,-5.229342113747606,-1.119144744141699,25.57657879873321,-5.110007454515565
2016-03-02,9.082561337242078,8.491977087943162,4.731906174712848,1.8587328719149818,-10.397356208560097,4.1278548654445855,1.0565889651288858,-20.57354758206218,2.621282488235736
2016-03-03,4.665644382323225,4.196362055105795,0.41978922854021533,0.796274651806369,-4.348553948134774,1.0810639370644646,1.1597004582171837,-8.278280842762356,1.3080000778398788
2016-03-04,6.03898583170963,4.288375352252472,-0.9250430672385175,-0.3757331982153183,-2.8864375086318086,1.4938039532129692,0.25403481472153755,-7.51527661332768,0.6272904355167174
2016-03-07,4.0189394292818665,1.974772279038983,-0.743452062813246,-0.19665020159515478,-1.4852947551288613,1.1917251167694844,0.6780230592842466,-4.0578443384501846,-0.3802185263871336
2016-03-08,15.661172083723608,7.251819022547799,-2.3547945636431935,-2.817248225614081,-4.725092472520114,7.5269193027916765,2.9367818752172923,-17.649265446284844,-4.830291576218142
2016-03-09,3.5288505925660374,0.7564561667798052,-1.5377197177858748,-0.7714457236178689,-0.5745864871896103,2.2375910379585147,0.18169563839421085,-3.646246496139374,0.8254049890341596
2016-03-10,2.1068038295255587,0.6591489285568998,-0.4438758461100408,-0.5532144988494329,-0.23805908452908667,1.33839456691397,-0.2385201054703165,-1.796377076942818,0.1656992869052665
2016-03-11,2.2837363136898277,1.549573518615667,-0.5361419710991039,-0.13838437020092204,-0.478233477519206,0.6839679111116057,-0.44939773196309807,-1.3839508438606165,-0.5311693487741541
2016-03-14,2.312912225241394,1.4833868705217013,-0.3029724678023305,-0.3028379344569297,-0.8160651860206349,0.6359182486004448,-0.3294545800646091,-1.178803597481237,-0.5020835785377992
2016-03-15,1.6996602260834341,0.9058000916049553,-0.07088264456738509,-0.14539382051162264,-0.4573329761087879,0.5554214426728245,-0.20893743987005187,-0.7187676392341992,-0.5595672400691674
2016-03-16,1.1592080073357613,0.47133258888695795,-0.026738718683616138,-0.181876744844937,-0.28354603428262765,0.4412401298138362,-0.2065070199741984,-0.1833369270943319,-0.18977528115684442
2016-03-17,0.907858368464669,0.3848957461421729,-0.1694541941102405,-0.0823732804975213,-0.244045529020129,0.5737989300836402,-0.0703287674396413,-0.14336320217783768,-0.1569880714451124
2016-03-18,1.3845004571224797,0.10098694948045553,-0.1594612966465368,-0.3126841681406843,-0.022617425174976072,0.42688192718441237,-0.14988336599331983,-0.08704129358341002,-0.18068178424842046
2016-03-21,1.5621951883437246,0.3268274268709303,-0.17204653986417848,-0.2803980441102613,0.16182471889332176,0.37938739200731186,0.24065553580958185,-0.13269485628277475,-1.0857508216676561
2016-03-22,1.6218613955493923,-0.13952399196131737,-0.19291194134376957,-0.11215635794149342,0.327710499146709,0.23143617136701108,0.21139138012446218,-0.07122091981377474,-0.8765862351272197
2016-03-23,2.014033335731509,0.03602257663423004,-0.04880891229888728,-0.8483457280792427,0.23058980766522358,0.0899530303134557,-0.016789200404446803,0.3499883043671192,-0.8066432139289605
2016-03-24,3.85148536857969,-0.12095239601146629,0.003947628378037193,-1.8358038810179145,-0.4429004709223074,0.06870707630425738,0.6411729059159977,0.1796700166660246,-1.3453262478923191
2016-03-28,4.17518710585579,0.07791393040501074,-0.25438727385854676,-2.22615007992862,-0.2533098097083443,-0.49711216406031306,0.7792940542828343,0.42302603031933633,-1.2244617933071482
2016-03-29,2.6746512896468784,0.036260489579139715,-0.10896624531159615,-1.0907343296726362,-0.23836295668634205,-0.3835844835142024,0.7277422102076216,0.48990832587636096,-1.1069143001252237
2016-03-30,0.9287656038546895,-0.2708662785820812,0.1277079867869294,-0.15426077195012605,0.054525079445393976,0.35600329560218763,0.26523745228863216,0.08528094236931778,-0.39239330981494314
2016-03-31,0.8350553018408634,-0.3924863804697762,0.04352995928557806,-0.17787465669739932,0.051327816564247335,0.42780964850134234,0.20975196608873495,0.4359624326682994,-0.4330760877818896
2016-04-01,0.7125168907262045,-0.3704731881551788,0.41815718621994197,-0.37919590704439077,0.0453216502429438,0.3245586487549229,0.27135044602041947,0.3497071177011504,-0.37194284446601333
2016-04-04,0.6235619885845459,-0.23681670239409197,0.23919239874637954,-0.24675098804742804,0.04446776958205537,0.11825642070461433,0.26239745369404294,0.4271754758530519,-0.23148381672317
2016-04-05,0.5078294434942028,-0.012310763073810831,0.2421776233966224,-0.18735711764858673,0.0931165194861887,0.12222423476978769,0.20790801466235057,0.3614450845705485,-0.335033039657303
2016-04-06,0.42086166545992343,-0.03218477548610448,0.25746071849667745,-0.20953350375570012,0.21550495537644934,0.11053143239106511,0.3051282286167173,0.3598449618739232,-0.4276136829729511
2016-04-07,0.7374266009162507,-0.33428084751640846,0.3025291069004654,-0.34788332749442574,0.3156320262786973,0.00043579498293402897,0.2764679085512267,0.4523695566489261,-0.402696819267666
2016-04-08,0.6774442598377625,-0.3429258958832643,0.2740616833449221,-0.13344436678146093,0.27010574027723233,0.017031413279765723,0.2701628979897235,0.33928401253270035,-0.37171974459738133
2016-04-11,0.8015078455268014,-0.5012568611118576,0.14206008986105612,-0.13692949196457951,0.2430579170871976,0.07631644323811687,0.5227119587357325,0.3844506513638073,-0.5319185527362746
2016-04-12,0.595088358527149,-0.4506689223328772,0.3078213177670213,-0.06286024732808244,0.12781341290114429,0.009852711516437738,0.5434819230750698,0.2777439397190652,-0.34827249384492764
2016-04-13,0.5326061787845107,-0.3726752291065598,0.2624308792302894,-0.0218711784195168,0.1012837922375613,0.05797803342410951,0.48069097507363745,0.28515059875922844,-0.32559404998326014
2016-04-14,0.6125890022064012,-0.4567061228765402,0.29370741760264674,-0.13173211853375974,0.11761225257974668,0.030170286710405947,0.4485119044986379,0.3288019537084811,-0.24295457589601957
2016-04-15,0.6412807649787691,-0.4990982783332042,0.04556628704588753,-0.06638822505108978,0.1802515963904667,0.1545405782767438,0.43662467683796347,0.3571964615717995,-0.24997386171733602
2016-04-18,0.6264297951938822,-0.547817278331954,0.17597330288161203,-0.1075598358949769,0.1846521708666727,0.06443936599833584,0.48424406560804356,0.2939028903116865,-0.17426447663330202
2016-04-19,0.6860209926958388,-0.607441015276074,0.32548288941400294,-0.11261674071687554,0.19978464724659797,0.03128870489178924,0.5392710802872607,0.0655675881716344,-0.12735814671417456
2016-04-20,0.5391386175071948,-0.40718597743722296,0.40944314961016837,-0.13212030811815698,0.16251820336132505,0.07433713838446053,0.3997158738140125,0.053338519153051774,-0.09918521627483302
2016-04-21,0.4860840089561944,-0.3509535155125666,0.37835436612641843,-0.08166835161051444,0.205148507401262,0.10952537242299554,0.4122838379944656,0.058753108085430016,-0.21752733386368503
2016-04-22,0.33596772019097704,-0.1017804161739016,0.20171892211428347,0.030603805347487124,0.16054160594618325,-0.023516901096717495,0.30587200222023636,0.28323797885673757,-0.1926447174052858
2016-04-25,0.4332610887960961,0.08997740088117608,0.1270225437712339,-0.24302649736817433,0.19869781551815302,-0.007768067205934685,0.3903486044374217,0.38696258845454734,-0.37547547728451935
2016-04-26,0.459069814098646,0.038872010727023794,0.13689869506871868,-0.20407988103905095,0.3033311704632653,-0.03777563224050729,0.5533685342252744,0.399496864515675,-0.6491815758190452
2016-04-27,0.4868070653768725,0.15755181094388981,0.11562798189125659,-0.4602320558568594,0.28739119424061627,-0.0876379605084588,0.6229395630602705,0.5063309232229436,-0.6287785223705313
2016-04-28,0.1725262430248407,0.08162236385444399,0.38330819223974283,-0.8530506247333951,0.43742813091843513,0.039087788880068725,0.9412883245329277,0.10811592784411932,-0.3103263465611833
2016-04-29,0.6294684293385762,0.09948478322125145,0.047101836598399456,-0.728421426614333,0.705321295963054,-0.03470756587350849,0.9072012919057058,-0.2418053821906035,-0.3836432623485418
2016-05-02,0.9002767573229894,0.07750862214902829,-0.0943380462821726,-0.3803586723841245,0.8804107819929544,-0.3999654924361436,1.143113639734318,-0.5464858196045304,-0.5801617704923191
2016-05-03,0.30546190925554184,-0.008961920419216063,-0.019733462214706354,0.03478688220258445,0.5004117731718309,-0.17418100211595264,0.7360412302982487,-0.20981487530142173,-0.16401053487690917
2016-05-04,0.15612408948968917,0.32918431457000796,0.19121442151831744,-0.11869277686726794,0.44158223480466896,-0.24068076692743148,0.6121410643688084,-0.2830003631071338,-0.08787221784965882
2016-05-05,0.33125971429162304,0.20191753644796245,0.192129715755925,-0.0643093216312877,0.4173410184542461,-0.24017808430536774,0.558118926927862,-0.32244718210319784,-0.07383232383776513
2016-05-06,0.35496812326148236,0.07496283586681118,0.22973861940823126,-0.07937041298737041,0.409967225830389,-0.22081320243490243,0.6369398198717989,-0.2897510156687547,-0.11664199314768522
2016-05-09,0.45660615828934253,0.07514340850495176,0.22022966420314333,-0.039674973009469365,0.27601498179475886,-0.13346259023913581,0.5170262463235386,-0.25700189733003964,-0.11488099853709027
2016-05-10,0.43552460244313096,0.12084530835767068,0.16508741479439973,0.054573719442577724,0.2597116067079273,-0.12014142551384377,0.5436072806478176,-0.25211911090717204,-0.20708939597250833
2016-05-11,0.39901434814875575,0.1631226296694847,0.21304499524882003,0.06572169839930256,0.23131535028918773,-0.20231065995662134,0.5425276116961462,-0.25402816669265854,-0.1584078068024171
2016-05-12,0.4761619529198055,0.1535599984653964,0.22953155381568097,0.00957236665468128,0.26599677838130165,-0.23477686327786693,0.5834515721588077,-0.3404866907200145,-0.14301066839779233
2016-05-13,0.4966566599326514,0.1525307746646148,0.36660963314131323,-0.029288713432085008,0.3494714306141212,-0.45013309202156404,0.8677819418174083,-0.641664301641318,-0.11196433307514189
2016-05-16,0.5296127521335524,0.1546492735902615,0.4132704534686618,0.017118852539143338,0.3599732998513194,-0.4413906361033461,0.7117352493385105,-0.6316596212031305,-0.11330962361497236
2016-05-17,0.47838557559043265,0.23009351698035957,0.09173459350368342,-0.053253748449836644,0.3548576142862606,-0.46281720818955835,0.7186113402503642,-0.3816242523656483,0.024012568393942547
2016-05-18,0.5711551842621739,0.23247117001052262,0.1936164377905356,-0.1378073299189572,0.3763825382824747,-0.6651796424816552,1.0113857506818644,-0.4836442003510496,-0.09837990827590949
2016-05-19,0.31138472736626127,0.1282973115139228,0.2018813969935779,-0.11668082726937169,0.33593182803142363,-0.377276541483777,0.7590612510760321,-0.2641664905303014,0.021567344302232352
2016-05-20,0.37922098608008764,0.08217350175832645,0.06831986159618224,-0.1635224569521951,0.4398207466215472,-0.3413600587676774,0.8782899778326866,-0.3521205881018181,0.009178029932860396
2016-05-23,0.4123519993099681,0.0919481129367643,0.1832816545895174,-0.191493487845809,0.35496356994846234,-0.377559701776672,0.9167312317741853,-0.3410144315837724,-0.04920894735264402
2016-05-24,0.46978559032896994,0.02573636640044389,0.17781381708535574,-0.2883973947988848,0.356541903848972,-0.7952228715273404,1.3561598699953878,-0.2904826704824214,-0.011934610850482771
2016-05-25,0.5240524005439193,-0.11332885571198134,0.2506917226825953,-0.1283043973812108,0.20543354769177538,-0.5707117654803776,0.9255058522764907,-0.18142344817171965,0.08808494355050872
2016-05-26,0.49600823452802584,-0.022084040357851695,0.298445400751505,-0.22083608771543078,0.31882783796589453,-0.6815699344550628,0.9602353475593888,-0.2488929913019003,0.0998662330254316
2016-05-27,0.4166788779181904,-0.23255407451593182,0.4893413648005369,-0.16236103614466546,0.39932853440911004,-0.7044570776410318,1.0620466170036404,-0.22156321525728737,-0.04645999057256146
2016-05-30,0.1572931743626481,-0.0560424808979251,0.6067355864690186,0.0048856960446305355,0.20406855779726782,-0.6066167338871069,1.0142472490353738,-0.3076959493069418,-0.01687509961696507
2016-05-31,0.1329439364534944,0.022693699492401402,0.7181831830238864,-0.011876602552456842,0.09876088720075835,-0.625961120260366,1.064376015470128,-0.4414366708041026,0.04231667197625683
2016-06-01,0.18719743915453244,0.06860303306939451,0.4938361536224539,0.1283912584186012,0.009595045751550254,-0.7004096545425763,0.991541179902596,-0.3535069442359789,0.1747524888594268
2016-06-02,0.3365163087866792,0.0367017993073666,0.6280813357032692,0.1164160055715615,-0.028933946047012174,-0.6615237312094715,0.8912537646602422,-0.3318012648220989,0.01328972804946367
2016-06-03,0.4102096367079312,-0.005116351660689966,0.8629745294146841,0.04013366536040643,-0.13799247286235622,-0.7905730833353141,1.148082498570383,-0.4023439994579473,-0.12537442273709734
2016-06-06,0.5160399225447424,-0.3345175110979045,0.9109716133283616,-0.22059668609594882,-0.032789247051548225,-0.8335294325025095,1.4797511173889641,-0.42084758930459265,-0.06448218720956425
2016-06-07,0.8350197280517611,-1.6354670027610894,2.37381852580351,-1.3480788949924503,0.04456530833228646,-2.3717144324175607,4.0732816259370255,-0.9209040330438235,-0.05052082490965896
2016-06-08,0.9147613347081615,-1.5159897638754525,1.6529939324013958,-1.2595427765203893,0.26123451104670725,-1.4427243712459177,3.0962018633399917,-0.6725122387571318,-0.034422491097365455
2016-06-09,0.9398583672178566,-0.4858433486217814,0.764970093184542,-0.31926887787430575,0.08769981542218343,-0.6849074439977411,1.477551783506109,-0.5878127462528625,-0.1922476425839999
2016-06-10,1.2087090594889753,-0.769716928813489,1.2267931997820367,-0.4451259293955006,-0.05391363305674366,-1.0341597174084656,2.208397174173045,-0.8375976518983518,-0.5033855728715065
2016-06-13,3.3484740396011645,-1.7073841611319343,2.499971246247674,-1.7955541873381868,-1.307776627289351,-2.746498325708408,6.2120055300949035,-2.26350973387192,-1.2397277806039417
2016-06-14,-1.600818645513082,1.8378579952507772,-2.6207706225341716,1.1976160199990273,1.393849803782155,2.770886032869181,-5.649810129780377,2.3050698996119787,1.3661196463145115
2016-06-15,-1.4998073983068663,0.8379366436047251,-2.410632570232237,1.1400914356716796,1.8354870166451531,2.732905117878558,-5.052238877776357,1.9538825883825715,1.4623760441327724
2016-06-16,-0.14747000479507744,0.7342585093211289,-1.5519868459311112,0.5953539981218379,0.8683881125611572,1.1552380641187505,-3.5008322809863945,1.6182697908470622,1.2287806567426465
2016-06-17,-0.15257640712326365,0.5581386432930113,-2.823578308015798,1.7297532231981472,0.8227055217322692,2.7000760606991547,-5.408943724876156,2.5129067771218656,1.0615182139707697
2016-06-20,-0.29180500533211995,0.35304911203554973,-2.0935219194057786,1.6778986330702315,0.8807427342147758,1.2135225068046156,-3.196547319975259,1.7943835976214266,0.6622776609665583
2016-06-21,-1.5972461606099722,1.3116236244983135,-7.237542105998141,6.1657229891001455,3.0519378696293935,1.7018376309597851,-11.067310063946408,6.586584390088359,2.084391826278524
2016-06-22,-0.2753193897784806,0.46345556427090956,-1.1931293323794292,1.5588483084581675,0.5124007813495954,0.6222976486093955,-2.36218507558382,1.5299042395258042,0.14372725552785726
2016-06-23,-0.22919503259754262,0.2912942045278459,-1.0380557587002919,0.9815491905485858,0.5594182540521102,0.665181600265461,-1.5713081491888026,1.1734633005135704,0.16765239057906342
2016-06-24,-0.3547682504996419,0.408681304557681,-1.6988613557380436,1.557668942669467,1.1206194149561486,0.6132148539128991,-2.7824801264208525,1.8925209025935017,0.24340431396884066
2016-06-27,0.11651370103655932,0.21820099579672292,-0.3147281841546431,0.5125395617600063,0.3008108113424544,0.17566266248154905,-0.6261811815115114,0.5082614813084377,0.10892015194042483
2016-06-28,0.11730775162259596,0.37275102626839185,-0.2126399668873826,0.2875615910054486,0.22208587204858676,0.14075728671756563,-0.4775233245213412,0.3985051623295499,0.15119460141658506
2016-06-29,0.10726916179807255,0.3328533723757735,-0.3321712862097076,0.40524607540948737,0.39164937734509714,0.10695917225074608,-0.6769473268466949,0.5259353000214192,0.1392061538558066
2016-06-30,0.11891747851828774,0.15958029656385045,-0.29082456745759744,0.572388840490413,0.4648803637445341,0.12585215971284427,-0.8136347139258688,0.6426592581891851,0.020180884164351386
2016-07-01,0.2301196348977631,0.23344665032095044,-0.5773892304639698,0.6739020315125049,0.5190723786427991,0.257600751245218,-1.031712416232258,0.700779726792705,-0.005819526715712786
2016-07-04,0.3073661459002509,0.27593936650191725,-0.4738219105115532,0.5341907046886967,0.3734377733096544,0.25602357461229197,-1.0174069840079298,0.7206628231803256,0.023608506326346146
2016-07-05,0.4080044816330157,0.10835926078842868,-0.4756923238820565,0.5319125400505381,0.41793893768205603,0.24908867656830794,-1.0747781513702985,0.8233058778672223,0.011860700662786128
2016-07-06,0.3099645756859849,0.19435163351737472,-0.4041831344657129,0.5023776537947051,0.28237825274453876,0.32323299119248217,-0.8956927158847287,0.7288201127425374,-0.041249369327181436
2016-07-07,0.24307515879177233,0.061524941237674206,-0.3859209409580268,0.39734882005996436,0.28891103367142557,0.5556527810128797,-0.7801841854658181,0.6693249552101644,-0.049732563560035574
2016-07-08,0.21104583787107642,0.19030631014842142,-0.44799995867900894,0.47437010216991593,0.24520799015562814,0.5233748605501664,-0.7968736722347467,0.6455136368793372,-0.04494510686078983
2016-07-11,0.20549311156555672,0.15318833199809873,-0.6338142122699677,0.6109525746714666,0.35371049868642185,0.6571208682794775,-1.0029682590676048,0.7005946850338698,-0.04427759889731878
2016-07-12,0.3622150280780955,0.26582086690716394,-0.7189260190314067,0.6528266209641712,0.2935325799221474,0.5866691809100429,-1.1394675818289246,0.6210554731250644,0.07627385095364615
2016-07-13,0.2319721101468928,0.5120555006393502,-0.8856343606677136,0.6023343639348024,0.2358261882724776,0.936781296296797,-1.452826627035659,0.7162775404915428,0.10321398792150982
2016-07-14,0.13280660164020563,0.4553111451806194,-0.9695528098720254,0.7419735116975492,0.31386225013880376,1.1021206338753786,-1.4972088886162527,0.8379606663723648,-0.11727311041664326
2016-07-15,0.49314225076489326,0.5379105809738669,-1.095194588867977,0.8701952085530231,0.38396793629070175,0.8775354789033789,-1.6079120358795347,0.5849136766950772,-0.04455850743342939
2016-07-18,0.989630371566738,0.8778736493104695,-1.4583954977360634,0.6283027125221706,0.7421161789117269,1.3732967806464558,-2.3098989026153323,1.1190222574840571,-0.9619475500902224
2016-07-19,1.6685361316038092,2.0321335016481497,-3.6460740332435915,0.659104373291357,1.3642469910572808,3.613299928699512,-5.426836335193076,2.38368016031609,-1.6480907181795315
2016-07-20,2.038953846285349,2.3879663853272035,-2.9698250513149307,-0.5298563363435079,1.2453628887057042,2.8352787429119957,-4.566729050779789,1.8329270019705992,-1.2740784267626248
2016-07-21,-4.2074106095255965,-3.4454201870332013,4.935099449607495,0.1371208487009656,-2.422245346817576,-5.054294803356467,8.250525151461327,-2.2545484285037207,5.061173925466775
2016-07-22,-1.136917213826382,-0.23680741118394028,1.235618992464698,0.39062841613826205,-0.6905435738945834,-1.5095663087134168,1.7608444969666421,-0.022470003165591022,1.2092126052143115
2016-07-25,-0.818846338896419,0.07141328783907655,0.9985118114086579,0.14723882811054445,-0.4563359518121193,-1.014263115209357,1.3227692562518645,-0.04869438632059753,0.7982066086283495
2016-07-26,-1.1888745580357147,-0.05770489310075219,1.4154304676119245,0.06097029823940254,-0.44533136796708256,-1.2714417555262114,1.716466105118806,-0.18530601279138129,0.9557917164510094
2016-07-27,-0.8019346394497497,-0.3110030665744336,1.379747528082967,0.08870396381820492,-0.2576551777340637,-1.2311335841570856,1.661999025353374,-0.5499663870788742,1.0212423377396607
2016-07-28,-1.0313283876684949,-0.23883171513803475,0.9752624779342945,-0.13955365869840694,-0.1369461078380035,-0.33792556871795426,1.129105993084386,0.2999643657100369,0.4802526013321768
2016-07-29,-1.0332484850692305,-0.18696852922138393,0.977919368017381,-0.17101631352201968,0.036553471621690724,-0.42151155200281193,0.9992482654201301,0.3929054797624876,0.4061182949937568
2016-08-01,-1.1028761745111992,-0.2508477996931338,0.7338458119538726,0.06141937180061521,0.03739208885256497,-0.37079603682185824,1.0388129308827228,0.38904304536179196,0.464006762174624
2016-08-02,-1.2547775950400653,-0.43777552703446476,0.8968308950390942,0.04551196952513507,0.131826130715566,-0.5421864590196466,1.0860749519114477,0.4951969895886741,0.5792986443142596
2016-08-03,-1.6026210763265263,-0.799203586944107,1.15591969248658,0.07076745294519587,0.20648538810399075,-0.9086434915805409,1.4417429902827723,0.6141020356606823,0.8214505953719529
2016-08-04,-1.1350396269539933,-0.4834954321889726,0.8972137441850637,0.07497307608469411,0.10370280328622383,-0.660282694871633,1.0590797125603861,0.576123795533533,0.567724622364698
2016-08-05,-0.7365036039252916,-0.3249336154553946,0.7223212927680318,0.010283091237486258,0.11318886942347492,-0.5463861138852063,0.8480882499696412,0.5829121212123941,0.3310297086548642
2016-08-08,-0.640618814739482,-0.25678001628743974,0.5340106470570661,-0.047567234174276884,0.03915860945407814,-0.43962222767800613,1.0671201004754665,0.5278685284559936,0.21643040743660016
2016-08-09,-0.6221443215401663,-0.2965071050779959,0.5722908715821686,-0.06444789941109705,0.015777559413995362,-0.47079522306887417,1.1199883303246565,0.5306845889734114,0.2151531988039016
2016-08-10,-0.5586642376999966,-0.23778449294488654,0.50153489951696,0.005487843943872293,0.057136469485341956,-0.3902024083595346,0.9139457169093184,0.45803342033356287,0.25051278881536226
2016-08-11,-0.44393691446288375,-0.25925445957160453,0.23692997139566035,0.07956672663871077,-0.00506049068142485,-0.3437543044007559,0.9791217204153662,0.45815790645106874,0.298229844215863
2016-08-12,-0.44597094687583516,-0.1745636781994162,0.1862206107573542,0.09202194370404312,-0.07676389082789813,-0.20732158132124073,0.9396433737786057,0.3866344617942871,0.30009970719009993
2016-08-15,-0.47479512822054154,-0.20275771895552075,0.07411058586993849,0.08170283844498841,-0.11334332315324254,-0.2035534244341628,1.0787142484610914,0.41478158788045566,0.34514033410699374
2016-08-16,-0.35220656858146077,-0.18376678823002326,0.09977494126951743,0.06776822799877152,-0.07819502672927799,-0.17518077860478387,0.9308113530628207,0.3631367810448838,0.3278578587695525
2016-08-17,-0.5291273494832389,-0.07466090872694492,0.07854141934117652,0.03849159727836192,-0.10963219409693753,-0.19616808843799283,1.0508406611458552,0.4234402062919763,0.3182746566877442
2016-08-18,-0.8957748008080736,-0.13402021266887368,0.1176067464725665,0.12374463874284498,-0.1570063930386278,-0.16025909948078074,1.269109708460487,0.38073897421570374,0.4558604381047535
2016-08-19,-0.8136164430515465,-0.10323813943853673,0.10452449670247668,0.10917854859923898,-0.22122273093734152,-0.11283304229795006,1.2687642069792233,0.31350371758774476,0.45493938585669125
2016-08-22,-0.8670679502705638,-0.15298121712262117,0.15498434308714007,-0.03586865434255303,-0.17056652608832207,-0.181716032770275,1.3805912757766194,0.4069196855955379,0.46570507613503753
2016-08-23,-0.871785582449236,-0.1574334437520155,0.16540996546755315,-0.05749488736586058,-0.2021636154769739,-0.21366210924129894,1.461537120201543,0.38333734145214343,0.4922552111641453
2016-08-24,-0.9296819480737726,-0.24149071325011667,0.24031241008430265,-0.08057322085635371,-0.18130650398845868,-0.17533109503084912,1.4810417708642374,0.41918839730524515,0.46784090294576547
2016-08-25,-1.179727428658631,-0.37575417179795784,0.17282962923904996,-0.11957097940275768,-0.1595469154934256,-0.17146714721806836,1.6087643034435422,0.5414089920685112,0.683063717819737
